id;name;actions_combination;nb_actions;total_investment;total_profit
70;combinaison_70;[['Action-1', '20.0', '1.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];16;558.0;85.04000000000002
71;combinaison_71;[['Action-1', '20.0', '1.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];17;672.0;105.56000000000002
72;combinaison_72;[['Action-1', '20.0', '1.0'], ['Action-6', '80.0', '20.0']];2;100.0;21.0
73;combinaison_73;[['Action-1', '20.0', '1.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54']];3;122.0;22.54
74;combinaison_74;[['Action-1', '20.0', '1.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86']];4;148.0;25.4
75;combinaison_75;[['Action-1', '20.0', '1.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24']];5;196.0;31.64
76;combinaison_76;[['Action-1', '20.0', '1.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18']];6;230.0;40.82
77;combinaison_77;[['Action-1', '20.0', '1.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14']];7;272.0;47.96
78;combinaison_78;[['Action-1', '20.0', '1.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];8;382.0;57.86
79;combinaison_79;[['Action-1', '20.0', '1.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];9;420.0;66.6
80;combinaison_80;[['Action-1', '20.0', '1.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];10;434.0;66.74
81;combinaison_81;[['Action-1', '20.0', '1.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];11;452.0;67.28
82;combinaison_82;[['Action-1', '20.0', '1.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];12;460.0;67.92
83;combinaison_83;[['Action-1', '20.0', '1.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];13;464.0;68.4
84;combinaison_84;[['Action-1', '20.0', '1.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];14;474.0;69.80000000000001
85;combinaison_85;[['Action-1', '20.0', '1.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];15;498.0;74.84000000000002
86;combinaison_86;[['Action-1', '20.0', '1.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];16;612.0;95.36000000000001
87;combinaison_87;[['Action-1', '20.0', '1.0'], ['Action-7', '22.0', '1.54']];2;42.0;2.54
88;combinaison_88;[['Action-1', '20.0', '1.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86']];3;68.0;5.4
89;combinaison_89;[['Action-1', '20.0', '1.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24']];4;116.0;11.64
90;combinaison_90;[['Action-1', '20.0', '1.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18']];5;150.0;20.82
91;combinaison_91;[['Action-1', '20.0', '1.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14']];6;192.0;27.96
92;combinaison_92;[['Action-1', '20.0', '1.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];7;302.0;37.86
93;combinaison_93;[['Action-1', '20.0', '1.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];8;340.0;46.6
94;combinaison_94;[['Action-1', '20.0', '1.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];9;354.0;46.74
95;combinaison_95;[['Action-1', '20.0', '1.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];10;372.0;47.28
96;combinaison_96;[['Action-1', '20.0', '1.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];11;380.0;47.92
97;combinaison_97;[['Action-1', '20.0', '1.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];12;384.0;48.4
98;combinaison_98;[['Action-1', '20.0', '1.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];13;394.0;49.8
99;combinaison_99;[['Action-1', '20.0', '1.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];14;418.0;54.839999999999996
100;combinaison_100;[['Action-1', '20.0', '1.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];15;532.0;75.36
101;combinaison_101;[['Action-1', '20.0', '1.0'], ['Action-8', '26.0', '2.86']];2;46.0;3.86
102;combinaison_102;[['Action-1', '20.0', '1.0'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24']];3;94.0;10.1
103;combinaison_103;[['Action-1', '20.0', '1.0'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18']];4;128.0;19.28
104;combinaison_104;[['Action-1', '20.0', '1.0'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14']];5;170.0;26.42
105;combinaison_105;[['Action-1', '20.0', '1.0'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];6;280.0;36.32
106;combinaison_106;[['Action-1', '20.0', '1.0'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];7;318.0;45.06
107;combinaison_107;[['Action-1', '20.0', '1.0'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];8;332.0;45.2
108;combinaison_108;[['Action-1', '20.0', '1.0'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];9;350.0;45.74
109;combinaison_109;[['Action-1', '20.0', '1.0'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];10;358.0;46.38
110;combinaison_110;[['Action-1', '20.0', '1.0'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];11;362.0;46.86
111;combinaison_111;[['Action-1', '20.0', '1.0'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];12;372.0;48.26
112;combinaison_112;[['Action-1', '20.0', '1.0'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];13;396.0;53.3
113;combinaison_113;[['Action-1', '20.0', '1.0'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];14;510.0;73.82
114;combinaison_114;[['Action-1', '20.0', '1.0'], ['Action-9', '48.0', '6.24']];2;68.0;7.24
115;combinaison_115;[['Action-1', '20.0', '1.0'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18']];3;102.0;16.42
116;combinaison_116;[['Action-1', '20.0', '1.0'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14']];4;144.0;23.560000000000002
117;combinaison_117;[['Action-1', '20.0', '1.0'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];5;254.0;33.46
118;combinaison_118;[['Action-1', '20.0', '1.0'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];6;292.0;42.2
119;combinaison_119;[['Action-1', '20.0', '1.0'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];7;306.0;42.34
120;combinaison_120;[['Action-1', '20.0', '1.0'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];8;324.0;42.88
121;combinaison_121;[['Action-1', '20.0', '1.0'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];9;332.0;43.52
122;combinaison_122;[['Action-1', '20.0', '1.0'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];10;336.0;44.0
123;combinaison_123;[['Action-1', '20.0', '1.0'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];11;346.0;45.4
124;combinaison_124;[['Action-1', '20.0', '1.0'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];12;370.0;50.44
125;combinaison_125;[['Action-1', '20.0', '1.0'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];13;484.0;70.96
126;combinaison_126;[['Action-1', '20.0', '1.0'], ['Action-10', '34.0', '9.18']];2;54.0;10.18
127;combinaison_127;[['Action-1', '20.0', '1.0'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14']];3;96.0;17.32
128;combinaison_128;[['Action-1', '20.0', '1.0'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];4;206.0;27.22
129;combinaison_129;[['Action-1', '20.0', '1.0'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];5;244.0;35.96
130;combinaison_130;[['Action-1', '20.0', '1.0'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];6;258.0;36.1
131;combinaison_131;[['Action-1', '20.0', '1.0'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];7;276.0;36.64
132;combinaison_132;[['Action-1', '20.0', '1.0'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];8;284.0;37.28
133;combinaison_133;[['Action-1', '20.0', '1.0'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];9;288.0;37.76
134;combinaison_134;[['Action-1', '20.0', '1.0'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];10;298.0;39.16
135;combinaison_135;[['Action-1', '20.0', '1.0'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];11;322.0;44.199999999999996
136;combinaison_136;[['Action-1', '20.0', '1.0'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];12;436.0;64.72
137;combinaison_137;[['Action-1', '20.0', '1.0'], ['Action-11', '42.0', '7.14']];2;62.0;8.14
138;combinaison_138;[['Action-1', '20.0', '1.0'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];3;172.0;18.04
139;combinaison_139;[['Action-1', '20.0', '1.0'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];4;210.0;26.78
140;combinaison_140;[['Action-1', '20.0', '1.0'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];5;224.0;26.92
141;combinaison_141;[['Action-1', '20.0', '1.0'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];6;242.0;27.46
142;combinaison_142;[['Action-1', '20.0', '1.0'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];7;250.0;28.1
143;combinaison_143;[['Action-1', '20.0', '1.0'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];8;254.0;28.580000000000002
144;combinaison_144;[['Action-1', '20.0', '1.0'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];9;264.0;29.98
145;combinaison_145;[['Action-1', '20.0', '1.0'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];10;288.0;35.02
146;combinaison_146;[['Action-1', '20.0', '1.0'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];11;402.0;55.540000000000006
